,Country,Snippets,class
369,saudi_arabia,"The arrest of Prince Alwaleed bin Talal, the country’s most prominent investor, has caused unease among Western businessmen wary of the lack of transparency.",happy
370,saudi_arabia,"In its war with Iran, Riyadh has its sights set on Lebanon’s most powerful political force.",happy
371,saudi_arabia,"Saudi Arabia said its air defenses had taken down a rocket aimed at residential areas, while the rebels said they had been targeting a royal palace.",happy
372,saudi_arabia,"With last weekend’s arrests of princes and business tycoons, the country’s carefully constructed balance may be at risk.",happy
373,saudi_arabia,"King Salman’s trip, the first state visit by a Saudi monarch, is a sign of the shifting dynamics in the Middle East as Russia assumes a greater role.",happy
374,saudi_arabia,"The kingdom released Prince Mutaib bin Abdullah, the former head of the National Guard, a sign it is moving to resolve corruption charges.",happy
375,saudi_arabia,The kingdom’s crown prince seems to think that modernization requires an absolute monarch.,happy
376,saudi_arabia,Competition between the two regimes to earn the mantle of the more moderate Islamic alternative benefits feminists.,happy
377,saudi_arabia,"If Mohammed bin Salman is serious about moderate Islam, he should allow debate on foundational Islamic texts.",happy
378,saudi_arabia,Saudi Arabia and President Trump said a missile fired from Yemen was shot down. But photos and videos from the scene tell a different story.,happy
379,saudi_arabia,"The arrest of Prince Alwaleed bin Talal, the country’s most prominent investor, has caused unease among Western businessmen wary of the lack of transparency.",happy
380,saudi_arabia,"In its war with Iran, Riyadh has its sights set on Lebanon’s most powerful political force.",happy
381,saudi_arabia,"Saudi Arabia said its air defenses had taken down a rocket aimed at residential areas, while the rebels said they had been targeting a royal palace.",happy
382,saudi_arabia,"With last weekend’s arrests of princes and business tycoons, the country’s carefully constructed balance may be at risk.",happy
383,saudi_arabia,"King Salman’s trip, the first state visit by a Saudi monarch, is a sign of the shifting dynamics in the Middle East as Russia assumes a greater role.",happy
384,saudi_arabia,"The kingdom released Prince Mutaib bin Abdullah, the former head of the National Guard, a sign it is moving to resolve corruption charges.",happy
385,saudi_arabia,The kingdom’s crown prince seems to think that modernization requires an absolute monarch.,happy
386,saudi_arabia,Competition between the two regimes to earn the mantle of the more moderate Islamic alternative benefits feminists.,happy
387,saudi_arabia,"If Mohammed bin Salman is serious about moderate Islam, he should allow debate on foundational Islamic texts.",happy
388,saudi_arabia,Saudi Arabia and President Trump said a missile fired from Yemen was shot down. But photos and videos from the scene tell a different story.,happy
389,saudi_arabia,"The arrest of Prince Alwaleed bin Talal, the country’s most prominent investor, has caused unease among Western businessmen wary of the lack of transparency.",happy
390,saudi_arabia,"In its war with Iran, Riyadh has its sights set on Lebanon’s most powerful political force.",happy
391,saudi_arabia,"Saudi Arabia said its air defenses had taken down a rocket aimed at residential areas, while the rebels said they had been targeting a royal palace.",happy
392,saudi_arabia,"With last weekend’s arrests of princes and business tycoons, the country’s carefully constructed balance may be at risk.",happy
393,saudi_arabia,"King Salman’s trip, the first state visit by a Saudi monarch, is a sign of the shifting dynamics in the Middle East as Russia assumes a greater role.",happy
394,saudi_arabia,"The kingdom released Prince Mutaib bin Abdullah, the former head of the National Guard, a sign it is moving to resolve corruption charges.",happy
395,saudi_arabia,The kingdom’s crown prince seems to think that modernization requires an absolute monarch.,happy
396,saudi_arabia,Competition between the two regimes to earn the mantle of the more moderate Islamic alternative benefits feminists.,happy
397,saudi_arabia,"If Mohammed bin Salman is serious about moderate Islam, he should allow debate on foundational Islamic texts.",happy
398,saudi_arabia,Saudi Arabia and President Trump said a missile fired from Yemen was shot down. But photos and videos from the scene tell a different story.,happy
399,saudi_arabia,"The arrest of Prince Alwaleed bin Talal, the country’s most prominent investor, has caused unease among Western businessmen wary of the lack of transparency.",happy
400,kenya,"Justices dismissed two petitions to overturn the victory last month by Uhuru Kenyatta, a decision that came after a weekend of unrest.",unhappy
401,kenya,"Kenya’s protracted presidential election badly hit the economy, affecting people across the social spectrum.",unhappy
402,kenya,"The country went to the polls on Thursday, but scuffles broke out and the police fired tear gas at protesters in an area of Nairobi.",unhappy
403,kenya,"Many in the country are asking themselves how, after the national trauma of post-vote violence 10 years ago, they have ended up with a crisis yet again.",unhappy
404,kenya,"The opposition politician Raila Odinga returned from abroad, and his supporters fought with the police.",unhappy
405,kenya,"Kenya needs a transparent, credible and peaceful re-election. The world will be watching.",unhappy
406,kenya,"Mr. Kenyatta also won a vote in August that was nullified by the Supreme Court, but the new balloting was met by confusion and mistrust.",unhappy
407,kenya,"The army marched into the town of Lasu in the country’s southwest, capturing a rebel headquarters.",unhappy
408,kenya,"With so little participation, some fear that millions of Kenyans won’t accept the results.",unhappy
409,kenya,"For the second time in nearly three months, Kenyans voted on Thursday. Protesters tried to block the balloting amid clashes with the police.",unhappy
410,kenya,"Justices dismissed two petitions to overturn the victory last month by Uhuru Kenyatta, a decision that came after a weekend of unrest.",unhappy
411,kenya,"Kenya’s protracted presidential election badly hit the economy, affecting people across the social spectrum.",unhappy
412,kenya,"The country went to the polls on Thursday, but scuffles broke out and the police fired tear gas at protesters in an area of Nairobi.",unhappy
413,kenya,"Many in the country are asking themselves how, after the national trauma of post-vote violence 10 years ago, they have ended up with a crisis yet again.",unhappy
414,kenya,"The opposition politician Raila Odinga returned from abroad, and his supporters fought with the police.",unhappy
415,kenya,"Kenya needs a transparent, credible and peaceful re-election. The world will be watching.",unhappy
416,kenya,"Mr. Kenyatta also won a vote in August that was nullified by the Supreme Court, but the new balloting was met by confusion and mistrust.",unhappy
417,kenya,"The army marched into the town of Lasu in the country’s southwest, capturing a rebel headquarters.",unhappy
418,kenya,"With so little participation, some fear that millions of Kenyans won’t accept the results.",unhappy
419,kenya,"For the second time in nearly three months, Kenyans voted on Thursday. Protesters tried to block the balloting amid clashes with the police.",unhappy
420,kenya,"Justices dismissed two petitions to overturn the victory last month by Uhuru Kenyatta, a decision that came after a weekend of unrest.",unhappy
421,kenya,"Kenya’s protracted presidential election badly hit the economy, affecting people across the social spectrum.",unhappy
422,kenya,"The country went to the polls on Thursday, but scuffles broke out and the police fired tear gas at protesters in an area of Nairobi.",unhappy
423,kenya,"Many in the country are asking themselves how, after the national trauma of post-vote violence 10 years ago, they have ended up with a crisis yet again.",unhappy
424,kenya,"The opposition politician Raila Odinga returned from abroad, and his supporters fought with the police.",unhappy
425,kenya,"Kenya needs a transparent, credible and peaceful re-election. The world will be watching.",unhappy
426,kenya,"Mr. Kenyatta also won a vote in August that was nullified by the Supreme Court, but the new balloting was met by confusion and mistrust.",unhappy
427,kenya,"The army marched into the town of Lasu in the country’s southwest, capturing a rebel headquarters.",unhappy
428,kenya,"With so little participation, some fear that millions of Kenyans won’t accept the results.",unhappy
429,kenya,"For the second time in nearly three months, Kenyans voted on Thursday. Protesters tried to block the balloting amid clashes with the police.",unhappy
430,kenya,"Justices dismissed two petitions to overturn the victory last month by Uhuru Kenyatta, a decision that came after a weekend of unrest.",unhappy
431,kenya,"Kenya’s protracted presidential election badly hit the economy, affecting people across the social spectrum.",unhappy
432,kenya,"The country went to the polls on Thursday, but scuffles broke out and the police fired tear gas at protesters in an area of Nairobi.",unhappy
433,kenya,"Many in the country are asking themselves how, after the national trauma of post-vote violence 10 years ago, they have ended up with a crisis yet again.",unhappy
434,kenya,"The opposition politician Raila Odinga returned from abroad, and his supporters fought with the police.",unhappy
435,kenya,"Kenya needs a transparent, credible and peaceful re-election. The world will be watching.",unhappy
436,kenya,"Mr. Kenyatta also won a vote in August that was nullified by the Supreme Court, but the new balloting was met by confusion and mistrust.",unhappy
437,kenya,"The army marched into the town of Lasu in the country’s southwest, capturing a rebel headquarters.",unhappy
438,kenya,"With so little participation, some fear that millions of Kenyans won’t accept the results.",unhappy
439,kenya,"For the second time in nearly three months, Kenyans voted on Thursday. Protesters tried to block the balloting amid clashes with the police.",unhappy
440,kenya,"Justices dismissed two petitions to overturn the victory last month by Uhuru Kenyatta, a decision that came after a weekend of unrest.",unhappy
441,kenya,"Kenya’s protracted presidential election badly hit the economy, affecting people across the social spectrum.",unhappy
442,kenya,"The country went to the polls on Thursday, but scuffles broke out and the police fired tear gas at protesters in an area of Nairobi.",unhappy
443,kenya,"Many in the country are asking themselves how, after the national trauma of post-vote violence 10 years ago, they have ended up with a crisis yet again.",unhappy
444,kenya,"The opposition politician Raila Odinga returned from abroad, and his supporters fought with the police.",unhappy
445,kenya,"Kenya needs a transparent, credible and peaceful re-election. The world will be watching.",unhappy
446,kenya,"Mr. Kenyatta also won a vote in August that was nullified by the Supreme Court, but the new balloting was met by confusion and mistrust.",unhappy
447,kenya,"The army marched into the town of Lasu in the country’s southwest, capturing a rebel headquarters.",unhappy
448,kenya,"With so little participation, some fear that millions of Kenyans won’t accept the results.",unhappy
449,kenya,"For the second time in nearly three months, Kenyans voted on Thursday. Protesters tried to block the balloting amid clashes with the police.",unhappy
450,libya,"After CNN reported that migrants had been sold at auction, Secretary General António Guterres said the acts depicted “may amount to crimes against humanity.”",unhappy
451,libya,"CNN footage of migrants being auctioned off in the Libyan capital prompted a protest in Paris, condemnation by the African Union and an official inquiry.",unhappy
452,libya,The group of 162 refugees and migrants had been held in detention in bleak conditions. It is the first time the United Nations’ refugee agency has relocated people from Libya directly into Europe.,unhappy
453,libya,The gesture could partly reverse the northward odyssey of African migrants seeking new lives in Europe.,unhappy
454,libya,"A half-dozen “precision strikes” hit a training camp about 150 miles southeast of Surt, from which militants were plotting and conducting attacks, the military said.",unhappy
455,libya,Absolute dependence on oil and gas has turned political infighting into a winner-take-all contest.,unhappy
456,libya,"For many African migrants trying to reach Europe, the way station of Libya can carry special peril if their skin is darker, a new report says.",unhappy
457,libya,The man is the second suspect to be apprehended in the 2012 assault and will be brought to Washington to face criminal charges.,unhappy
458,libya,The British foreign secretary said a group of business people could turn a war-torn city into “the next Dubai” if they could just dispose of corpses there.,unhappy
459,libya,"After receiving a request from Libya to operate in its waters, Italy hopes to have a freer hand in stemming a rising tide of migrants.",unhappy
460,libya,"After CNN reported that migrants had been sold at auction, Secretary General António Guterres said the acts depicted “may amount to crimes against humanity.”",unhappy
461,libya,"CNN footage of migrants being auctioned off in the Libyan capital prompted a protest in Paris, condemnation by the African Union and an official inquiry.",unhappy
462,libya,The group of 162 refugees and migrants had been held in detention in bleak conditions. It is the first time the United Nations’ refugee agency has relocated people from Libya directly into Europe.,unhappy
463,libya,The gesture could partly reverse the northward odyssey of African migrants seeking new lives in Europe.,unhappy
464,libya,"A half-dozen “precision strikes” hit a training camp about 150 miles southeast of Surt, from which militants were plotting and conducting attacks, the military said.",unhappy
465,libya,Absolute dependence on oil and gas has turned political infighting into a winner-take-all contest.,unhappy
466,libya,"For many African migrants trying to reach Europe, the way station of Libya can carry special peril if their skin is darker, a new report says.",unhappy
467,libya,The man is the second suspect to be apprehended in the 2012 assault and will be brought to Washington to face criminal charges.,unhappy
468,libya,The British foreign secretary said a group of business people could turn a war-torn city into “the next Dubai” if they could just dispose of corpses there.,unhappy
469,libya,"After receiving a request from Libya to operate in its waters, Italy hopes to have a freer hand in stemming a rising tide of migrants.",unhappy
470,libya,"After CNN reported that migrants had been sold at auction, Secretary General António Guterres said the acts depicted “may amount to crimes against humanity.”",unhappy
471,libya,"CNN footage of migrants being auctioned off in the Libyan capital prompted a protest in Paris, condemnation by the African Union and an official inquiry.",unhappy
472,libya,The group of 162 refugees and migrants had been held in detention in bleak conditions. It is the first time the United Nations’ refugee agency has relocated people from Libya directly into Europe.,unhappy
473,libya,The gesture could partly reverse the northward odyssey of African migrants seeking new lives in Europe.,unhappy
474,libya,"A half-dozen “precision strikes” hit a training camp about 150 miles southeast of Surt, from which militants were plotting and conducting attacks, the military said.",unhappy
475,libya,Absolute dependence on oil and gas has turned political infighting into a winner-take-all contest.,unhappy
476,libya,"For many African migrants trying to reach Europe, the way station of Libya can carry special peril if their skin is darker, a new report says.",unhappy
477,libya,The man is the second suspect to be apprehended in the 2012 assault and will be brought to Washington to face criminal charges.,unhappy
478,libya,The British foreign secretary said a group of business people could turn a war-torn city into “the next Dubai” if they could just dispose of corpses there.,unhappy
479,libya,"After receiving a request from Libya to operate in its waters, Italy hopes to have a freer hand in stemming a rising tide of migrants.",unhappy
480,libya,"After CNN reported that migrants had been sold at auction, Secretary General António Guterres said the acts depicted “may amount to crimes against humanity.”",unhappy
481,libya,"CNN footage of migrants being auctioned off in the Libyan capital prompted a protest in Paris, condemnation by the African Union and an official inquiry.",unhappy
482,libya,The group of 162 refugees and migrants had been held in detention in bleak conditions. It is the first time the United Nations’ refugee agency has relocated people from Libya directly into Europe.,unhappy
483,libya,The gesture could partly reverse the northward odyssey of African migrants seeking new lives in Europe.,unhappy
484,libya,"A half-dozen “precision strikes” hit a training camp about 150 miles southeast of Surt, from which militants were plotting and conducting attacks, the military said.",unhappy
485,libya,Absolute dependence on oil and gas has turned political infighting into a winner-take-all contest.,unhappy
486,libya,"For many African migrants trying to reach Europe, the way station of Libya can carry special peril if their skin is darker, a new report says.",unhappy
487,libya,The man is the second suspect to be apprehended in the 2012 assault and will be brought to Washington to face criminal charges.,unhappy
488,libya,The British foreign secretary said a group of business people could turn a war-torn city into “the next Dubai” if they could just dispose of corpses there.,unhappy
489,libya,"After receiving a request from Libya to operate in its waters, Italy hopes to have a freer hand in stemming a rising tide of migrants.",unhappy
490,libya,"After CNN reported that migrants had been sold at auction, Secretary General António Guterres said the acts depicted “may amount to crimes against humanity.”",unhappy
491,libya,"CNN footage of migrants being auctioned off in the Libyan capital prompted a protest in Paris, condemnation by the African Union and an official inquiry.",unhappy
492,libya,The group of 162 refugees and migrants had been held in detention in bleak conditions. It is the first time the United Nations’ refugee agency has relocated people from Libya directly into Europe.,unhappy
493,libya,The gesture could partly reverse the northward odyssey of African migrants seeking new lives in Europe.,unhappy
494,libya,"A half-dozen “precision strikes” hit a training camp about 150 miles southeast of Surt, from which militants were plotting and conducting attacks, the military said.",unhappy
495,libya,Absolute dependence on oil and gas has turned political infighting into a winner-take-all contest.,unhappy
496,libya,"For many African migrants trying to reach Europe, the way station of Libya can carry special peril if their skin is darker, a new report says.",unhappy
497,libya,The man is the second suspect to be apprehended in the 2012 assault and will be brought to Washington to face criminal charges.,unhappy
498,libya,The British foreign secretary said a group of business people could turn a war-torn city into “the next Dubai” if they could just dispose of corpses there.,unhappy
499,libya,"After receiving a request from Libya to operate in its waters, Italy hopes to have a freer hand in stemming a rising tide of migrants.",unhappy
0,CAR,"Mayhem is spreading, tens of thousands of people have been displaced, and aid groups warn that “we cannot operate in a country where we are the target.”",unhappy
1,CAR,Apply to win a reporting trip to the developing world.,unhappy
2,CAR,Unicef has warned of a “shocking scale” of attacks against children. Here is our coverage from countries racked by violence.,unhappy
3,CAR,"In northwest Central African Republic, an armed rebel group has burned villages to the ground, displacing thousands. Listen to the voices of those who fled the violence.",unhappy
4,CAR,"A small group of Ugandan and American military officials will hold a ceremony to celebrate the end of the mission to capture Mr. Kony, the head of the Lord’s Resistance Army.",unhappy
5,CAR,"As Uganda prepares to withdraw forces from a mission in the Central African Republic, they leave behind troubling reports of sexual abuses.",unhappy
6,CAR,The New York Times tracked international ape smugglers from Congolese rain forests to the back streets of Bangkok. Here is what unfolded.,unhappy
7,CAR,"Aid workers are trying to reach a remote part of the country, where there have been three deaths from the virus.",unhappy
8,CAR,"The Pentagon wants to shift to a more narrow pursuit of Mr. Kony, the African warlord whose guerrilla group gained notoriety for its use of child soldiers.",unhappy
9,CAR,An American who became a cultural go-between for generations of Bayaka people.,unhappy
10,CAR,"Mayhem is spreading, tens of thousands of people have been displaced, and aid groups warn that “we cannot operate in a country where we are the target.”",unhappy
11,CAR,Apply to win a reporting trip to the developing world.,unhappy
12,CAR,Unicef has warned of a “shocking scale” of attacks against children. Here is our coverage from countries racked by violence.,unhappy
13,CAR,"In northwest Central African Republic, an armed rebel group has burned villages to the ground, displacing thousands. Listen to the voices of those who fled the violence.",unhappy
14,CAR,"A small group of Ugandan and American military officials will hold a ceremony to celebrate the end of the mission to capture Mr. Kony, the head of the Lord’s Resistance Army.",unhappy
15,CAR,"As Uganda prepares to withdraw forces from a mission in the Central African Republic, they leave behind troubling reports of sexual abuses.",unhappy
16,CAR,The New York Times tracked international ape smugglers from Congolese rain forests to the back streets of Bangkok. Here is what unfolded.,unhappy
17,CAR,"Aid workers are trying to reach a remote part of the country, where there have been three deaths from the virus.",unhappy
18,CAR,"The Pentagon wants to shift to a more narrow pursuit of Mr. Kony, the African warlord whose guerrilla group gained notoriety for its use of child soldiers.",unhappy
19,CAR,An American who became a cultural go-between for generations of Bayaka people.,unhappy
20,CAR,"Mayhem is spreading, tens of thousands of people have been displaced, and aid groups warn that “we cannot operate in a country where we are the target.”",unhappy
21,CAR,Apply to win a reporting trip to the developing world.,unhappy
22,CAR,Unicef has warned of a “shocking scale” of attacks against children. Here is our coverage from countries racked by violence.,unhappy
23,CAR,"In northwest Central African Republic, an armed rebel group has burned villages to the ground, displacing thousands. Listen to the voices of those who fled the violence.",unhappy
24,CAR,"A small group of Ugandan and American military officials will hold a ceremony to celebrate the end of the mission to capture Mr. Kony, the head of the Lord’s Resistance Army.",unhappy
25,CAR,"As Uganda prepares to withdraw forces from a mission in the Central African Republic, they leave behind troubling reports of sexual abuses.",unhappy
26,CAR,The New York Times tracked international ape smugglers from Congolese rain forests to the back streets of Bangkok. Here is what unfolded.,unhappy
27,CAR,"Aid workers are trying to reach a remote part of the country, where there have been three deaths from the virus.",unhappy
28,CAR,"The Pentagon wants to shift to a more narrow pursuit of Mr. Kony, the African warlord whose guerrilla group gained notoriety for its use of child soldiers.",unhappy
29,CAR,An American who became a cultural go-between for generations of Bayaka people.,unhappy
30,CAR,"Mayhem is spreading, tens of thousands of people have been displaced, and aid groups warn that “we cannot operate in a country where we are the target.”",unhappy
31,CAR,Apply to win a reporting trip to the developing world.,unhappy
32,CAR,Unicef has warned of a “shocking scale” of attacks against children. Here is our coverage from countries racked by violence.,unhappy
33,CAR,"In northwest Central African Republic, an armed rebel group has burned villages to the ground, displacing thousands. Listen to the voices of those who fled the violence.",unhappy
34,CAR,"A small group of Ugandan and American military officials will hold a ceremony to celebrate the end of the mission to capture Mr. Kony, the head of the Lord’s Resistance Army.",unhappy
35,CAR,"As Uganda prepares to withdraw forces from a mission in the Central African Republic, they leave behind troubling reports of sexual abuses.",unhappy
36,CAR,The New York Times tracked international ape smugglers from Congolese rain forests to the back streets of Bangkok. Here is what unfolded.,unhappy
37,CAR,"Aid workers are trying to reach a remote part of the country, where there have been three deaths from the virus.",unhappy
38,CAR,"The Pentagon wants to shift to a more narrow pursuit of Mr. Kony, the African warlord whose guerrilla group gained notoriety for its use of child soldiers.",unhappy
39,CAR,An American who became a cultural go-between for generations of Bayaka people.,unhappy
40,CAR,"Mayhem is spreading, tens of thousands of people have been displaced, and aid groups warn that “we cannot operate in a country where we are the target.”",unhappy
41,CAR,Apply to win a reporting trip to the developing world.,unhappy
42,CAR,Unicef has warned of a “shocking scale” of attacks against children. Here is our coverage from countries racked by violence.,unhappy
43,CAR,"In northwest Central African Republic, an armed rebel group has burned villages to the ground, displacing thousands. Listen to the voices of those who fled the violence.",unhappy
44,CAR,"A small group of Ugandan and American military officials will hold a ceremony to celebrate the end of the mission to capture Mr. Kony, the head of the Lord’s Resistance Army.",unhappy
45,CAR,"As Uganda prepares to withdraw forces from a mission in the Central African Republic, they leave behind troubling reports of sexual abuses.",unhappy
46,CAR,The New York Times tracked international ape smugglers from Congolese rain forests to the back streets of Bangkok. Here is what unfolded.,unhappy
47,CAR,"Aid workers are trying to reach a remote part of the country, where there have been three deaths from the virus.",unhappy
48,CAR,"The Pentagon wants to shift to a more narrow pursuit of Mr. Kony, the African warlord whose guerrilla group gained notoriety for its use of child soldiers.",unhappy
49,CAR,An American who became a cultural go-between for generations of Bayaka people.,unhappy
