,Country,class,Headlines,Snippets,Year
2060,Denmark,Happy,"36 Hours in Aarhus, Denmark","This small and scholarly college town is brimming with discoveries, from astounding artwork to cozy restaurants and excellent craft beer.",2017
2061,Denmark,Happy,Crown Prince of Denmark Turned Away From Australian Bar for Lack of ID,The episode has drawn attention to a new state law that has angered bar owners and patrons by requiring that identification cards be scanned to gain entry.,2017
2062,Denmark,Happy,Hamlet and the Surveillance State of Denmark,Andrew Scott’s portrayal in a London production of “Hamlet” almost banishes other performances from memory.,2017
2063,Denmark,Happy,"In Denmark, Lego House Is the New Kid on the Block","The latest Lego attraction in Billund, the company’s headquarters, offers a collection of creative zones for children and grown-ups — as well as the world’s first Lego restaurant.",2017
2064,Denmark,Happy,Denmark’s Prince Henrik Wanted to Be King. So He’ll Protest for Eternity.,"Unhappy with the title of prince consort, which he considers a mark of gender inequality, the Danish royal says he doesn’t want to be buried beside his wife, the queen.",2017
2065,Denmark,Happy,Something Is Unspoken in the State of Denmark,Free speech advocacy has become a cover for anti-Muslim nationalism.,2017
2066,Denmark,Happy,"Birth Control Pills Still Linked to Breast Cancer, Study Finds","Women using birth control pills and I.U.D.s that release hormones face a higher risk than those using methods without hormones, scientists in Denmark reported.",2017
2067,Denmark,Happy,"In Denmark, Passage of Rules on Immigration Called for Cake","Inger Stolberg, the country’s integration minister, celebrated the 50th regulation against immigration, spurring a public outcry — and praise.",2017
2068,Denmark,Happy,Denmark Says ‘Key Elements’ of Russian Government Hacked Defense Ministry,The Kremlin denied the allegations that Russian hackers breached email accounts at Denmark’s Defense Ministry and Foreign Ministry in 2015 and 2016.,2017
2069,Denmark,Happy,"Old, Ill and Ordered Deported From Denmark to Afghanistan","A woman with dementia has been ordered to leave her family and return to her native country, reflecting Europe’s growing anti-immigrant sentiment.",2017
2070,Denmark,Happy,"36 Hours in Aarhus, Denmark","This small and scholarly college town is brimming with discoveries, from astounding artwork to cozy restaurants and excellent craft beer.",2017
2071,Denmark,Happy,Crown Prince of Denmark Turned Away From Australian Bar for Lack of ID,The episode has drawn attention to a new state law that has angered bar owners and patrons by requiring that identification cards be scanned to gain entry.,2017
2072,Denmark,Happy,Hamlet and the Surveillance State of Denmark,Andrew Scott’s portrayal in a London production of “Hamlet” almost banishes other performances from memory.,2017
2073,Denmark,Happy,"In Denmark, Lego House Is the New Kid on the Block","The latest Lego attraction in Billund, the company’s headquarters, offers a collection of creative zones for children and grown-ups — as well as the world’s first Lego restaurant.",2017
2074,Denmark,Happy,Denmark’s Prince Henrik Wanted to Be King. So He’ll Protest for Eternity.,"Unhappy with the title of prince consort, which he considers a mark of gender inequality, the Danish royal says he doesn’t want to be buried beside his wife, the queen.",2017
2075,Denmark,Happy,Something Is Unspoken in the State of Denmark,Free speech advocacy has become a cover for anti-Muslim nationalism.,2017
2076,Denmark,Happy,"Birth Control Pills Still Linked to Breast Cancer, Study Finds","Women using birth control pills and I.U.D.s that release hormones face a higher risk than those using methods without hormones, scientists in Denmark reported.",2017
2077,Denmark,Happy,"In Denmark, Passage of Rules on Immigration Called for Cake","Inger Stolberg, the country’s integration minister, celebrated the 50th regulation against immigration, spurring a public outcry — and praise.",2017
2078,Denmark,Happy,Denmark Says ‘Key Elements’ of Russian Government Hacked Defense Ministry,The Kremlin denied the allegations that Russian hackers breached email accounts at Denmark’s Defense Ministry and Foreign Ministry in 2015 and 2016.,2017
2079,Denmark,Happy,"Old, Ill and Ordered Deported From Denmark to Afghanistan","A woman with dementia has been ordered to leave her family and return to her native country, reflecting Europe’s growing anti-immigrant sentiment.",2017
2080,Denmark,Happy,"36 Hours in Aarhus, Denmark","This small and scholarly college town is brimming with discoveries, from astounding artwork to cozy restaurants and excellent craft beer.",2017
2081,Denmark,Happy,Crown Prince of Denmark Turned Away From Australian Bar for Lack of ID,The episode has drawn attention to a new state law that has angered bar owners and patrons by requiring that identification cards be scanned to gain entry.,2017
2082,Denmark,Happy,Hamlet and the Surveillance State of Denmark,Andrew Scott’s portrayal in a London production of “Hamlet” almost banishes other performances from memory.,2017
2083,Denmark,Happy,"In Denmark, Lego House Is the New Kid on the Block","The latest Lego attraction in Billund, the company’s headquarters, offers a collection of creative zones for children and grown-ups — as well as the world’s first Lego restaurant.",2017
2084,Denmark,Happy,Denmark’s Prince Henrik Wanted to Be King. So He’ll Protest for Eternity.,"Unhappy with the title of prince consort, which he considers a mark of gender inequality, the Danish royal says he doesn’t want to be buried beside his wife, the queen.",2017
2085,Denmark,Happy,Something Is Unspoken in the State of Denmark,Free speech advocacy has become a cover for anti-Muslim nationalism.,2017
2086,Denmark,Happy,"Birth Control Pills Still Linked to Breast Cancer, Study Finds","Women using birth control pills and I.U.D.s that release hormones face a higher risk than those using methods without hormones, scientists in Denmark reported.",2017
2087,Denmark,Happy,"In Denmark, Passage of Rules on Immigration Called for Cake","Inger Stolberg, the country’s integration minister, celebrated the 50th regulation against immigration, spurring a public outcry — and praise.",2017
2088,Denmark,Happy,Denmark Says ‘Key Elements’ of Russian Government Hacked Defense Ministry,The Kremlin denied the allegations that Russian hackers breached email accounts at Denmark’s Defense Ministry and Foreign Ministry in 2015 and 2016.,2017
2089,Denmark,Happy,"Old, Ill and Ordered Deported From Denmark to Afghanistan","A woman with dementia has been ordered to leave her family and return to her native country, reflecting Europe’s growing anti-immigrant sentiment.",2017
2090,Denmark,Happy,"36 Hours in Aarhus, Denmark","This small and scholarly college town is brimming with discoveries, from astounding artwork to cozy restaurants and excellent craft beer.",2017
2091,Denmark,Happy,Crown Prince of Denmark Turned Away From Australian Bar for Lack of ID,The episode has drawn attention to a new state law that has angered bar owners and patrons by requiring that identification cards be scanned to gain entry.,2017
2092,Denmark,Happy,Hamlet and the Surveillance State of Denmark,Andrew Scott’s portrayal in a London production of “Hamlet” almost banishes other performances from memory.,2017
2093,Denmark,Happy,"In Denmark, Lego House Is the New Kid on the Block","The latest Lego attraction in Billund, the company’s headquarters, offers a collection of creative zones for children and grown-ups — as well as the world’s first Lego restaurant.",2017
2094,Denmark,Happy,Denmark’s Prince Henrik Wanted to Be King. So He’ll Protest for Eternity.,"Unhappy with the title of prince consort, which he considers a mark of gender inequality, the Danish royal says he doesn’t want to be buried beside his wife, the queen.",2017
2095,Denmark,Happy,Something Is Unspoken in the State of Denmark,Free speech advocacy has become a cover for anti-Muslim nationalism.,2017
2096,Denmark,Happy,"Birth Control Pills Still Linked to Breast Cancer, Study Finds","Women using birth control pills and I.U.D.s that release hormones face a higher risk than those using methods without hormones, scientists in Denmark reported.",2017
2097,Denmark,Happy,"In Denmark, Passage of Rules on Immigration Called for Cake","Inger Stolberg, the country’s integration minister, celebrated the 50th regulation against immigration, spurring a public outcry — and praise.",2017
2098,Denmark,Happy,Denmark Says ‘Key Elements’ of Russian Government Hacked Defense Ministry,The Kremlin denied the allegations that Russian hackers breached email accounts at Denmark’s Defense Ministry and Foreign Ministry in 2015 and 2016.,2017
2099,Denmark,Happy,"Old, Ill and Ordered Deported From Denmark to Afghanistan","A woman with dementia has been ordered to leave her family and return to her native country, reflecting Europe’s growing anti-immigrant sentiment.",2017
2100,Denmark,Happy,"36 Hours in Aarhus, Denmark","This small and scholarly college town is brimming with discoveries, from astounding artwork to cozy restaurants and excellent craft beer.",2017
2101,Denmark,Happy,Crown Prince of Denmark Turned Away From Australian Bar for Lack of ID,The episode has drawn attention to a new state law that has angered bar owners and patrons by requiring that identification cards be scanned to gain entry.,2017
2102,Denmark,Happy,Hamlet and the Surveillance State of Denmark,Andrew Scott’s portrayal in a London production of “Hamlet” almost banishes other performances from memory.,2017
2103,Denmark,Happy,"In Denmark, Lego House Is the New Kid on the Block","The latest Lego attraction in Billund, the company’s headquarters, offers a collection of creative zones for children and grown-ups — as well as the world’s first Lego restaurant.",2017
2104,Denmark,Happy,Denmark’s Prince Henrik Wanted to Be King. So He’ll Protest for Eternity.,"Unhappy with the title of prince consort, which he considers a mark of gender inequality, the Danish royal says he doesn’t want to be buried beside his wife, the queen.",2017
2105,Denmark,Happy,Something Is Unspoken in the State of Denmark,Free speech advocacy has become a cover for anti-Muslim nationalism.,2017
2106,Denmark,Happy,"Birth Control Pills Still Linked to Breast Cancer, Study Finds","Women using birth control pills and I.U.D.s that release hormones face a higher risk than those using methods without hormones, scientists in Denmark reported.",2017
2107,Denmark,Happy,"In Denmark, Passage of Rules on Immigration Called for Cake","Inger Stolberg, the country’s integration minister, celebrated the 50th regulation against immigration, spurring a public outcry — and praise.",2017
2108,Denmark,Happy,Denmark Says ‘Key Elements’ of Russian Government Hacked Defense Ministry,The Kremlin denied the allegations that Russian hackers breached email accounts at Denmark’s Defense Ministry and Foreign Ministry in 2015 and 2016.,2017
2109,Denmark,Happy,"Old, Ill and Ordered Deported From Denmark to Afghanistan","A woman with dementia has been ordered to leave her family and return to her native country, reflecting Europe’s growing anti-immigrant sentiment.",2017
2110,Denmark,Happy,"36 Hours in Aarhus, Denmark","This small and scholarly college town is brimming with discoveries, from astounding artwork to cozy restaurants and excellent craft beer.",2017
2111,Denmark,Happy,Crown Prince of Denmark Turned Away From Australian Bar for Lack of ID,The episode has drawn attention to a new state law that has angered bar owners and patrons by requiring that identification cards be scanned to gain entry.,2017
2112,Denmark,Happy,Hamlet and the Surveillance State of Denmark,Andrew Scott’s portrayal in a London production of “Hamlet” almost banishes other performances from memory.,2017
2113,Denmark,Happy,"In Denmark, Lego House Is the New Kid on the Block","The latest Lego attraction in Billund, the company’s headquarters, offers a collection of creative zones for children and grown-ups — as well as the world’s first Lego restaurant.",2017
2114,Denmark,Happy,Denmark’s Prince Henrik Wanted to Be King. So He’ll Protest for Eternity.,"Unhappy with the title of prince consort, which he considers a mark of gender inequality, the Danish royal says he doesn’t want to be buried beside his wife, the queen.",2017
2115,Denmark,Happy,Something Is Unspoken in the State of Denmark,Free speech advocacy has become a cover for anti-Muslim nationalism.,2017
2116,Denmark,Happy,"Birth Control Pills Still Linked to Breast Cancer, Study Finds","Women using birth control pills and I.U.D.s that release hormones face a higher risk than those using methods without hormones, scientists in Denmark reported.",2017
2117,Denmark,Happy,"In Denmark, Passage of Rules on Immigration Called for Cake","Inger Stolberg, the country’s integration minister, celebrated the 50th regulation against immigration, spurring a public outcry — and praise.",2017
2118,Denmark,Happy,Denmark Says ‘Key Elements’ of Russian Government Hacked Defense Ministry,The Kremlin denied the allegations that Russian hackers breached email accounts at Denmark’s Defense Ministry and Foreign Ministry in 2015 and 2016.,2017
2119,Denmark,Happy,"Old, Ill and Ordered Deported From Denmark to Afghanistan","A woman with dementia has been ordered to leave her family and return to her native country, reflecting Europe’s growing anti-immigrant sentiment.",2017
2120,Denmark,Happy,"36 Hours in Aarhus, Denmark","This small and scholarly college town is brimming with discoveries, from astounding artwork to cozy restaurants and excellent craft beer.",2017
2121,Denmark,Happy,Crown Prince of Denmark Turned Away From Australian Bar for Lack of ID,The episode has drawn attention to a new state law that has angered bar owners and patrons by requiring that identification cards be scanned to gain entry.,2017
2122,Denmark,Happy,Hamlet and the Surveillance State of Denmark,Andrew Scott’s portrayal in a London production of “Hamlet” almost banishes other performances from memory.,2017
2123,Denmark,Happy,"In Denmark, Lego House Is the New Kid on the Block","The latest Lego attraction in Billund, the company’s headquarters, offers a collection of creative zones for children and grown-ups — as well as the world’s first Lego restaurant.",2017
2124,Denmark,Happy,Denmark’s Prince Henrik Wanted to Be King. So He’ll Protest for Eternity.,"Unhappy with the title of prince consort, which he considers a mark of gender inequality, the Danish royal says he doesn’t want to be buried beside his wife, the queen.",2017
2125,Denmark,Happy,Something Is Unspoken in the State of Denmark,Free speech advocacy has become a cover for anti-Muslim nationalism.,2017
2126,Denmark,Happy,"Birth Control Pills Still Linked to Breast Cancer, Study Finds","Women using birth control pills and I.U.D.s that release hormones face a higher risk than those using methods without hormones, scientists in Denmark reported.",2017
2127,Denmark,Happy,"In Denmark, Passage of Rules on Immigration Called for Cake","Inger Stolberg, the country’s integration minister, celebrated the 50th regulation against immigration, spurring a public outcry — and praise.",2017
2128,Denmark,Happy,Denmark Says ‘Key Elements’ of Russian Government Hacked Defense Ministry,The Kremlin denied the allegations that Russian hackers breached email accounts at Denmark’s Defense Ministry and Foreign Ministry in 2015 and 2016.,2017
2129,Denmark,Happy,"Old, Ill and Ordered Deported From Denmark to Afghanistan","A woman with dementia has been ordered to leave her family and return to her native country, reflecting Europe’s growing anti-immigrant sentiment.",2017
2130,Denmark,Happy,"36 Hours in Aarhus, Denmark","This small and scholarly college town is brimming with discoveries, from astounding artwork to cozy restaurants and excellent craft beer.",2017
2131,Denmark,Happy,Crown Prince of Denmark Turned Away From Australian Bar for Lack of ID,The episode has drawn attention to a new state law that has angered bar owners and patrons by requiring that identification cards be scanned to gain entry.,2017
2132,Denmark,Happy,Hamlet and the Surveillance State of Denmark,Andrew Scott’s portrayal in a London production of “Hamlet” almost banishes other performances from memory.,2017
2133,Denmark,Happy,"In Denmark, Lego House Is the New Kid on the Block","The latest Lego attraction in Billund, the company’s headquarters, offers a collection of creative zones for children and grown-ups — as well as the world’s first Lego restaurant.",2017
2134,Denmark,Happy,Denmark’s Prince Henrik Wanted to Be King. So He’ll Protest for Eternity.,"Unhappy with the title of prince consort, which he considers a mark of gender inequality, the Danish royal says he doesn’t want to be buried beside his wife, the queen.",2017
2135,Denmark,Happy,Something Is Unspoken in the State of Denmark,Free speech advocacy has become a cover for anti-Muslim nationalism.,2017
2136,Denmark,Happy,"Birth Control Pills Still Linked to Breast Cancer, Study Finds","Women using birth control pills and I.U.D.s that release hormones face a higher risk than those using methods without hormones, scientists in Denmark reported.",2017
2137,Denmark,Happy,"In Denmark, Passage of Rules on Immigration Called for Cake","Inger Stolberg, the country’s integration minister, celebrated the 50th regulation against immigration, spurring a public outcry — and praise.",2017
2138,Denmark,Happy,Denmark Says ‘Key Elements’ of Russian Government Hacked Defense Ministry,The Kremlin denied the allegations that Russian hackers breached email accounts at Denmark’s Defense Ministry and Foreign Ministry in 2015 and 2016.,2017
2139,Denmark,Happy,"Old, Ill and Ordered Deported From Denmark to Afghanistan","A woman with dementia has been ordered to leave her family and return to her native country, reflecting Europe’s growing anti-immigrant sentiment.",2017
2140,Denmark,Happy,"36 Hours in Aarhus, Denmark","This small and scholarly college town is brimming with discoveries, from astounding artwork to cozy restaurants and excellent craft beer.",2017
2141,Denmark,Happy,Crown Prince of Denmark Turned Away From Australian Bar for Lack of ID,The episode has drawn attention to a new state law that has angered bar owners and patrons by requiring that identification cards be scanned to gain entry.,2017
2142,Denmark,Happy,Hamlet and the Surveillance State of Denmark,Andrew Scott’s portrayal in a London production of “Hamlet” almost banishes other performances from memory.,2017
2143,Denmark,Happy,"In Denmark, Lego House Is the New Kid on the Block","The latest Lego attraction in Billund, the company’s headquarters, offers a collection of creative zones for children and grown-ups — as well as the world’s first Lego restaurant.",2017
2144,Denmark,Happy,Denmark’s Prince Henrik Wanted to Be King. So He’ll Protest for Eternity.,"Unhappy with the title of prince consort, which he considers a mark of gender inequality, the Danish royal says he doesn’t want to be buried beside his wife, the queen.",2017
2145,Denmark,Happy,Something Is Unspoken in the State of Denmark,Free speech advocacy has become a cover for anti-Muslim nationalism.,2017
2146,Denmark,Happy,"Birth Control Pills Still Linked to Breast Cancer, Study Finds","Women using birth control pills and I.U.D.s that release hormones face a higher risk than those using methods without hormones, scientists in Denmark reported.",2017
2147,Denmark,Happy,"In Denmark, Passage of Rules on Immigration Called for Cake","Inger Stolberg, the country’s integration minister, celebrated the 50th regulation against immigration, spurring a public outcry — and praise.",2017
2148,Denmark,Happy,Denmark Says ‘Key Elements’ of Russian Government Hacked Defense Ministry,The Kremlin denied the allegations that Russian hackers breached email accounts at Denmark’s Defense Ministry and Foreign Ministry in 2015 and 2016.,2017
2149,Denmark,Happy,"Old, Ill and Ordered Deported From Denmark to Afghanistan","A woman with dementia has been ordered to leave her family and return to her native country, reflecting Europe’s growing anti-immigrant sentiment.",2017
2150,Denmark,Happy,"36 Hours in Aarhus, Denmark","This small and scholarly college town is brimming with discoveries, from astounding artwork to cozy restaurants and excellent craft beer.",2017
2151,Denmark,Happy,Crown Prince of Denmark Turned Away From Australian Bar for Lack of ID,The episode has drawn attention to a new state law that has angered bar owners and patrons by requiring that identification cards be scanned to gain entry.,2017
2152,Denmark,Happy,Hamlet and the Surveillance State of Denmark,Andrew Scott’s portrayal in a London production of “Hamlet” almost banishes other performances from memory.,2017
2153,Denmark,Happy,"In Denmark, Lego House Is the New Kid on the Block","The latest Lego attraction in Billund, the company’s headquarters, offers a collection of creative zones for children and grown-ups — as well as the world’s first Lego restaurant.",2017
2154,Denmark,Happy,Denmark’s Prince Henrik Wanted to Be King. So He’ll Protest for Eternity.,"Unhappy with the title of prince consort, which he considers a mark of gender inequality, the Danish royal says he doesn’t want to be buried beside his wife, the queen.",2017
2155,Denmark,Happy,Something Is Unspoken in the State of Denmark,Free speech advocacy has become a cover for anti-Muslim nationalism.,2017
2156,Denmark,Happy,"Birth Control Pills Still Linked to Breast Cancer, Study Finds","Women using birth control pills and I.U.D.s that release hormones face a higher risk than those using methods without hormones, scientists in Denmark reported.",2017
2157,Denmark,Happy,"In Denmark, Passage of Rules on Immigration Called for Cake","Inger Stolberg, the country’s integration minister, celebrated the 50th regulation against immigration, spurring a public outcry — and praise.",2017
2158,Denmark,Happy,Denmark Says ‘Key Elements’ of Russian Government Hacked Defense Ministry,The Kremlin denied the allegations that Russian hackers breached email accounts at Denmark’s Defense Ministry and Foreign Ministry in 2015 and 2016.,2017
2159,Denmark,Happy,"Old, Ill and Ordered Deported From Denmark to Afghanistan","A woman with dementia has been ordered to leave her family and return to her native country, reflecting Europe’s growing anti-immigrant sentiment.",2017
2160,Denmark,Happy,"36 Hours in Aarhus, Denmark","This small and scholarly college town is brimming with discoveries, from astounding artwork to cozy restaurants and excellent craft beer.",2017
2161,Denmark,Happy,Crown Prince of Denmark Turned Away From Australian Bar for Lack of ID,The episode has drawn attention to a new state law that has angered bar owners and patrons by requiring that identification cards be scanned to gain entry.,2017
2162,Denmark,Happy,Hamlet and the Surveillance State of Denmark,Andrew Scott’s portrayal in a London production of “Hamlet” almost banishes other performances from memory.,2017
2163,Denmark,Happy,"In Denmark, Lego House Is the New Kid on the Block","The latest Lego attraction in Billund, the company’s headquarters, offers a collection of creative zones for children and grown-ups — as well as the world’s first Lego restaurant.",2017
2164,Denmark,Happy,Denmark’s Prince Henrik Wanted to Be King. So He’ll Protest for Eternity.,"Unhappy with the title of prince consort, which he considers a mark of gender inequality, the Danish royal says he doesn’t want to be buried beside his wife, the queen.",2017
2165,Denmark,Happy,Something Is Unspoken in the State of Denmark,Free speech advocacy has become a cover for anti-Muslim nationalism.,2017
2166,Denmark,Happy,"Birth Control Pills Still Linked to Breast Cancer, Study Finds","Women using birth control pills and I.U.D.s that release hormones face a higher risk than those using methods without hormones, scientists in Denmark reported.",2017
2167,Denmark,Happy,"In Denmark, Passage of Rules on Immigration Called for Cake","Inger Stolberg, the country’s integration minister, celebrated the 50th regulation against immigration, spurring a public outcry — and praise.",2017
2168,Denmark,Happy,Denmark Says ‘Key Elements’ of Russian Government Hacked Defense Ministry,The Kremlin denied the allegations that Russian hackers breached email accounts at Denmark’s Defense Ministry and Foreign Ministry in 2015 and 2016.,2017
2169,Denmark,Happy,"Old, Ill and Ordered Deported From Denmark to Afghanistan","A woman with dementia has been ordered to leave her family and return to her native country, reflecting Europe’s growing anti-immigrant sentiment.",2017
2170,Denmark,Happy,"36 Hours in Aarhus, Denmark","This small and scholarly college town is brimming with discoveries, from astounding artwork to cozy restaurants and excellent craft beer.",2017
2171,Denmark,Happy,Crown Prince of Denmark Turned Away From Australian Bar for Lack of ID,The episode has drawn attention to a new state law that has angered bar owners and patrons by requiring that identification cards be scanned to gain entry.,2017
2172,Denmark,Happy,Hamlet and the Surveillance State of Denmark,Andrew Scott’s portrayal in a London production of “Hamlet” almost banishes other performances from memory.,2017
2173,Denmark,Happy,"In Denmark, Lego House Is the New Kid on the Block","The latest Lego attraction in Billund, the company’s headquarters, offers a collection of creative zones for children and grown-ups — as well as the world’s first Lego restaurant.",2017
2174,Denmark,Happy,Denmark’s Prince Henrik Wanted to Be King. So He’ll Protest for Eternity.,"Unhappy with the title of prince consort, which he considers a mark of gender inequality, the Danish royal says he doesn’t want to be buried beside his wife, the queen.",2017
2175,Denmark,Happy,Something Is Unspoken in the State of Denmark,Free speech advocacy has become a cover for anti-Muslim nationalism.,2017
2176,Denmark,Happy,"Birth Control Pills Still Linked to Breast Cancer, Study Finds","Women using birth control pills and I.U.D.s that release hormones face a higher risk than those using methods without hormones, scientists in Denmark reported.",2017
2177,Denmark,Happy,"In Denmark, Passage of Rules on Immigration Called for Cake","Inger Stolberg, the country’s integration minister, celebrated the 50th regulation against immigration, spurring a public outcry — and praise.",2017
2178,Denmark,Happy,Denmark Says ‘Key Elements’ of Russian Government Hacked Defense Ministry,The Kremlin denied the allegations that Russian hackers breached email accounts at Denmark’s Defense Ministry and Foreign Ministry in 2015 and 2016.,2017
2179,Denmark,Happy,"Old, Ill and Ordered Deported From Denmark to Afghanistan","A woman with dementia has been ordered to leave her family and return to her native country, reflecting Europe’s growing anti-immigrant sentiment.",2017
2180,Denmark,Happy,"36 Hours in Aarhus, Denmark","This small and scholarly college town is brimming with discoveries, from astounding artwork to cozy restaurants and excellent craft beer.",2017
2181,Denmark,Happy,Crown Prince of Denmark Turned Away From Australian Bar for Lack of ID,The episode has drawn attention to a new state law that has angered bar owners and patrons by requiring that identification cards be scanned to gain entry.,2017
2182,Denmark,Happy,Hamlet and the Surveillance State of Denmark,Andrew Scott’s portrayal in a London production of “Hamlet” almost banishes other performances from memory.,2017
2183,Denmark,Happy,"In Denmark, Lego House Is the New Kid on the Block","The latest Lego attraction in Billund, the company’s headquarters, offers a collection of creative zones for children and grown-ups — as well as the world’s first Lego restaurant.",2017
2184,Denmark,Happy,Denmark’s Prince Henrik Wanted to Be King. So He’ll Protest for Eternity.,"Unhappy with the title of prince consort, which he considers a mark of gender inequality, the Danish royal says he doesn’t want to be buried beside his wife, the queen.",2017
2185,Denmark,Happy,Something Is Unspoken in the State of Denmark,Free speech advocacy has become a cover for anti-Muslim nationalism.,2017
2186,Denmark,Happy,"Birth Control Pills Still Linked to Breast Cancer, Study Finds","Women using birth control pills and I.U.D.s that release hormones face a higher risk than those using methods without hormones, scientists in Denmark reported.",2017
2187,Denmark,Happy,"In Denmark, Passage of Rules on Immigration Called for Cake","Inger Stolberg, the country’s integration minister, celebrated the 50th regulation against immigration, spurring a public outcry — and praise.",2017
2188,Denmark,Happy,Denmark Says ‘Key Elements’ of Russian Government Hacked Defense Ministry,The Kremlin denied the allegations that Russian hackers breached email accounts at Denmark’s Defense Ministry and Foreign Ministry in 2015 and 2016.,2017
2189,Denmark,Happy,"Old, Ill and Ordered Deported From Denmark to Afghanistan","A woman with dementia has been ordered to leave her family and return to her native country, reflecting Europe’s growing anti-immigrant sentiment.",2017
2190,Denmark,Happy,"36 Hours in Aarhus, Denmark","This small and scholarly college town is brimming with discoveries, from astounding artwork to cozy restaurants and excellent craft beer.",2017
2191,Denmark,Happy,Crown Prince of Denmark Turned Away From Australian Bar for Lack of ID,The episode has drawn attention to a new state law that has angered bar owners and patrons by requiring that identification cards be scanned to gain entry.,2017
2192,Denmark,Happy,Hamlet and the Surveillance State of Denmark,Andrew Scott’s portrayal in a London production of “Hamlet” almost banishes other performances from memory.,2017
2193,Denmark,Happy,"In Denmark, Lego House Is the New Kid on the Block","The latest Lego attraction in Billund, the company’s headquarters, offers a collection of creative zones for children and grown-ups — as well as the world’s first Lego restaurant.",2017
2194,Denmark,Happy,Denmark’s Prince Henrik Wanted to Be King. So He’ll Protest for Eternity.,"Unhappy with the title of prince consort, which he considers a mark of gender inequality, the Danish royal says he doesn’t want to be buried beside his wife, the queen.",2017
2195,Denmark,Happy,Something Is Unspoken in the State of Denmark,Free speech advocacy has become a cover for anti-Muslim nationalism.,2017
2196,Denmark,Happy,"Birth Control Pills Still Linked to Breast Cancer, Study Finds","Women using birth control pills and I.U.D.s that release hormones face a higher risk than those using methods without hormones, scientists in Denmark reported.",2017
2197,Denmark,Happy,"In Denmark, Passage of Rules on Immigration Called for Cake","Inger Stolberg, the country’s integration minister, celebrated the 50th regulation against immigration, spurring a public outcry — and praise.",2017
2198,Denmark,Happy,Denmark Says ‘Key Elements’ of Russian Government Hacked Defense Ministry,The Kremlin denied the allegations that Russian hackers breached email accounts at Denmark’s Defense Ministry and Foreign Ministry in 2015 and 2016.,2017
2199,Denmark,Happy,"Old, Ill and Ordered Deported From Denmark to Afghanistan","A woman with dementia has been ordered to leave her family and return to her native country, reflecting Europe’s growing anti-immigrant sentiment.",2017
2200,Denmark,Happy,"36 Hours in Aarhus, Denmark","This small and scholarly college town is brimming with discoveries, from astounding artwork to cozy restaurants and excellent craft beer.",2017
2201,Denmark,Happy,Crown Prince of Denmark Turned Away From Australian Bar for Lack of ID,The episode has drawn attention to a new state law that has angered bar owners and patrons by requiring that identification cards be scanned to gain entry.,2017
2202,Denmark,Happy,Hamlet and the Surveillance State of Denmark,Andrew Scott’s portrayal in a London production of “Hamlet” almost banishes other performances from memory.,2017
2203,Denmark,Happy,"In Denmark, Lego House Is the New Kid on the Block","The latest Lego attraction in Billund, the company’s headquarters, offers a collection of creative zones for children and grown-ups — as well as the world’s first Lego restaurant.",2017
2204,Denmark,Happy,Denmark’s Prince Henrik Wanted to Be King. So He’ll Protest for Eternity.,"Unhappy with the title of prince consort, which he considers a mark of gender inequality, the Danish royal says he doesn’t want to be buried beside his wife, the queen.",2017
2205,Denmark,Happy,Something Is Unspoken in the State of Denmark,Free speech advocacy has become a cover for anti-Muslim nationalism.,2017
2206,Denmark,Happy,"Birth Control Pills Still Linked to Breast Cancer, Study Finds","Women using birth control pills and I.U.D.s that release hormones face a higher risk than those using methods without hormones, scientists in Denmark reported.",2017
2207,Denmark,Happy,"In Denmark, Passage of Rules on Immigration Called for Cake","Inger Stolberg, the country’s integration minister, celebrated the 50th regulation against immigration, spurring a public outcry — and praise.",2017
2208,Denmark,Happy,Denmark Says ‘Key Elements’ of Russian Government Hacked Defense Ministry,The Kremlin denied the allegations that Russian hackers breached email accounts at Denmark’s Defense Ministry and Foreign Ministry in 2015 and 2016.,2017
2209,Denmark,Happy,"Old, Ill and Ordered Deported From Denmark to Afghanistan","A woman with dementia has been ordered to leave her family and return to her native country, reflecting Europe’s growing anti-immigrant sentiment.",2017
2210,Denmark,Happy,"36 Hours in Aarhus, Denmark","This small and scholarly college town is brimming with discoveries, from astounding artwork to cozy restaurants and excellent craft beer.",2017
2211,Denmark,Happy,Crown Prince of Denmark Turned Away From Australian Bar for Lack of ID,The episode has drawn attention to a new state law that has angered bar owners and patrons by requiring that identification cards be scanned to gain entry.,2017
2212,Denmark,Happy,Hamlet and the Surveillance State of Denmark,Andrew Scott’s portrayal in a London production of “Hamlet” almost banishes other performances from memory.,2017
2213,Denmark,Happy,"In Denmark, Lego House Is the New Kid on the Block","The latest Lego attraction in Billund, the company’s headquarters, offers a collection of creative zones for children and grown-ups — as well as the world’s first Lego restaurant.",2017
2214,Denmark,Happy,Denmark’s Prince Henrik Wanted to Be King. So He’ll Protest for Eternity.,"Unhappy with the title of prince consort, which he considers a mark of gender inequality, the Danish royal says he doesn’t want to be buried beside his wife, the queen.",2017
2215,Denmark,Happy,Something Is Unspoken in the State of Denmark,Free speech advocacy has become a cover for anti-Muslim nationalism.,2017
2216,Denmark,Happy,"Birth Control Pills Still Linked to Breast Cancer, Study Finds","Women using birth control pills and I.U.D.s that release hormones face a higher risk than those using methods without hormones, scientists in Denmark reported.",2017
